,Okres,Kraj,OborPece,POCET
1339,Opava,Moravskoslezský kraj,Optometrista,12
1340,Opava,Moravskoslezský kraj,Ortoptista,1
1341,Opava,Moravskoslezský kraj,Ortotik-protetik,1
1342,Opava,Moravskoslezský kraj,Porodní asistentka,5
1343,Opava,Moravskoslezský kraj,Všeobecná sestra,8
1344,Opava,Moravskoslezský kraj,Zubní technik,17
1345,Opava,Moravskoslezský kraj,alergologie a klinická imunologie,4
1346,Opava,Moravskoslezský kraj,anesteziologie a intenzivní medicína,2
1347,Opava,Moravskoslezský kraj,chirurgie,5
1348,Opava,Moravskoslezský kraj,dermatovenerologie,7
1349,Opava,Moravskoslezský kraj,dětská kardiologie,1
1350,Opava,Moravskoslezský kraj,dětská nefrologie,1
1351,Opava,Moravskoslezský kraj,dětská neurologie,1
1352,Opava,Moravskoslezský kraj,dětská urologie,1
1353,Opava,Moravskoslezský kraj,endokrinologie a diabetologie,1
1354,Opava,Moravskoslezský kraj,gastroenterologie,1
1355,Opava,Moravskoslezský kraj,gynekologie a porodnictví,28
1356,Opava,Moravskoslezský kraj,kardiologie,1
1357,Opava,Moravskoslezský kraj,neurologie,5
1358,Opava,Moravskoslezský kraj,oftalmologie,8
1359,Opava,Moravskoslezský kraj,ortodoncie,4
1360,Opava,Moravskoslezský kraj,ortopedie a traumatologie pohybového ústrojí,10
1361,Opava,Moravskoslezský kraj,otorinolaryngologie a chirurgie hlavy a krku,3
1362,Opava,Moravskoslezský kraj,pneumologie a ftizeologie,2
1363,Opava,Moravskoslezský kraj,praktické lékařství pro děti a dorost,21
1364,Opava,Moravskoslezský kraj,praktické lékárenství,7
1365,Opava,Moravskoslezský kraj,psychiatrie,9
1366,Opava,Moravskoslezský kraj,radiační onkologie,2
1367,Opava,Moravskoslezský kraj,radiologie a zobrazovací metody,5
1368,Opava,Moravskoslezský kraj,urologie,5
1369,Opava,Moravskoslezský kraj,vnitřní lékařství,3
1370,Opava,Moravskoslezský kraj,všeobecné praktické lékařství,81
1371,Opava,Moravskoslezský kraj,zubní lékařství,52
1372,Ostrava-město,Moravskoslezský kraj,Dentální hygienistka,10
1373,Ostrava-město,Moravskoslezský kraj,Ergoterapeut,1
1374,Ostrava-město,Moravskoslezský kraj,Fyzioterapeut,38
1375,Ostrava-město,Moravskoslezský kraj,Klinický logoped,12
1376,Ostrava-město,Moravskoslezský kraj,Klinický psycholog,29
1377,Ostrava-město,Moravskoslezský kraj,Nutriční terapeut,2
1378,Ostrava-město,Moravskoslezský kraj,Optometrista,26
1379,Ostrava-město,Moravskoslezský kraj,Ortotik-protetik,1
1380,Ostrava-město,Moravskoslezský kraj,Porodní asistentka,6
1381,Ostrava-město,Moravskoslezský kraj,Radiologický asistent,2
1382,Ostrava-město,Moravskoslezský kraj,Všeobecná sestra,19
1383,Ostrava-město,Moravskoslezský kraj,Zubní technik,49
1384,Ostrava-město,Moravskoslezský kraj,alergologie a klinická imunologie,8
1385,Ostrava-město,Moravskoslezský kraj,algeziologie,1
1386,Ostrava-město,Moravskoslezský kraj,anesteziologie a intenzivní medicína,24
1387,Ostrava-město,Moravskoslezský kraj,angiologie,1
1388,Ostrava-město,Moravskoslezský kraj,chirurgie,16
1389,Ostrava-město,Moravskoslezský kraj,dermatovenerologie,20
1390,Ostrava-město,Moravskoslezský kraj,dětská a dorostová psychiatrie,2
1391,Ostrava-město,Moravskoslezský kraj,dětská kardiologie,1
1392,Ostrava-město,Moravskoslezský kraj,dětská neurologie,2
1393,Ostrava-město,Moravskoslezský kraj,endokrinologie a diabetologie,3
1394,Ostrava-město,Moravskoslezský kraj,foniatrie,1
1395,Ostrava-město,Moravskoslezský kraj,gastroenterologie,1
1396,Ostrava-město,Moravskoslezský kraj,gynekologie a porodnictví,36
1397,Ostrava-město,Moravskoslezský kraj,hematologie a transfúzní lékařství,5
1398,Ostrava-město,Moravskoslezský kraj,kardiologie,5
1399,Ostrava-město,Moravskoslezský kraj,klinická biochemie,1
1400,Ostrava-město,Moravskoslezský kraj,lékařská genetika,4
1401,Ostrava-město,Moravskoslezský kraj,lékařská mikrobiologie,1
1402,Ostrava-město,Moravskoslezský kraj,neurochirurgie,5
1403,Ostrava-město,Moravskoslezský kraj,neurologie,24
1404,Ostrava-město,Moravskoslezský kraj,oftalmologie,25
1405,Ostrava-město,Moravskoslezský kraj,ortodoncie,4
1406,Ostrava-město,Moravskoslezský kraj,ortopedie a traumatologie pohybového ústrojí,15
1407,Ostrava-město,Moravskoslezský kraj,otorinolaryngologie a chirurgie hlavy a krku,10
1408,Ostrava-město,Moravskoslezský kraj,patologie,4
1409,Ostrava-město,Moravskoslezský kraj,plastická chirurgie,10
1410,Ostrava-město,Moravskoslezský kraj,pneumologie a ftizeologie,6
1411,Ostrava-město,Moravskoslezský kraj,pracovní lékařství,2
1412,Ostrava-město,Moravskoslezský kraj,praktické lékařství pro děti a dorost,36
1413,Ostrava-město,Moravskoslezský kraj,praktické lékárenství,15
1414,Ostrava-město,Moravskoslezský kraj,psychiatrie,11
1415,Ostrava-město,Moravskoslezský kraj,psychosomatika,1
1416,Ostrava-město,Moravskoslezský kraj,radiologie a zobrazovací metody,9
1417,Ostrava-město,Moravskoslezský kraj,revmatologie,4
1418,Ostrava-město,Moravskoslezský kraj,traumatologie,1
1419,Ostrava-město,Moravskoslezský kraj,urologie,11
1420,Ostrava-město,Moravskoslezský kraj,vnitřní lékařství,12
1421,Ostrava-město,Moravskoslezský kraj,všeobecné praktické lékařství,117
1422,Ostrava-město,Moravskoslezský kraj,zubní lékařství,151
1423,Pardubice,Pardubický kraj,Adiktolog,1
1424,Pardubice,Pardubický kraj,Dentální hygienistka,8
1425,Pardubice,Pardubický kraj,Fyzioterapeut,29
1426,Pardubice,Pardubický kraj,Klinický logoped,3
1427,Pardubice,Pardubický kraj,Klinický psycholog,5
1428,Pardubice,Pardubický kraj,Nutriční terapeut,1
1429,Pardubice,Pardubický kraj,Optometrista,9
1430,Pardubice,Pardubický kraj,Porodní asistentka,3
1431,Pardubice,Pardubický kraj,Zdravotnický záchranář,1
1432,Pardubice,Pardubický kraj,Zubní technik,27
1433,Pardubice,Pardubický kraj,alergologie a klinická imunologie,3
1434,Pardubice,Pardubický kraj,anesteziologie a intenzivní medicína,7
1435,Pardubice,Pardubický kraj,chirurgie,7
1436,Pardubice,Pardubický kraj,dermatovenerologie,3
1437,Pardubice,Pardubický kraj,dětská a dorostová psychiatrie,1
1438,Pardubice,Pardubický kraj,dětská kardiologie,1
1439,Pardubice,Pardubický kraj,endokrinologie a diabetologie,2
1440,Pardubice,Pardubický kraj,epidemiologie,1
1441,Pardubice,Pardubický kraj,gastroenterologie,2
1442,Pardubice,Pardubický kraj,gynekologie a porodnictví,15
1443,Pardubice,Pardubický kraj,hematologie a transfúzní lékařství,1
1444,Pardubice,Pardubický kraj,kardiologie,1
1445,Pardubice,Pardubický kraj,klinická výživa a intenzivní metabolická péče,1
1446,Pardubice,Pardubický kraj,lékařská mikrobiologie,1
1447,Pardubice,Pardubický kraj,neurologie,4
1448,Pardubice,Pardubický kraj,oftalmologie,18
1449,Pardubice,Pardubický kraj,ortodoncie,1
1450,Pardubice,Pardubický kraj,ortopedie a traumatologie pohybového ústrojí,11
1451,Pardubice,Pardubický kraj,otorinolaryngologie a chirurgie hlavy a krku,5
1452,Pardubice,Pardubický kraj,pediatrie,1
1453,Pardubice,Pardubický kraj,plastická chirurgie,3
1454,Pardubice,Pardubický kraj,pneumologie a ftizeologie,1
1455,Pardubice,Pardubický kraj,pracovní lékařství,1
1456,Pardubice,Pardubický kraj,praktické lékařství pro děti a dorost,25
1457,Pardubice,Pardubický kraj,praktické lékárenství,4
1458,Pardubice,Pardubický kraj,psychiatrie,7
1459,Pardubice,Pardubický kraj,radiologie a zobrazovací metody,3
1460,Pardubice,Pardubický kraj,rehabilitační a fyzikální medicína,7
1461,Pardubice,Pardubický kraj,revmatologie,1
1462,Pardubice,Pardubický kraj,urologie,3
1463,Pardubice,Pardubický kraj,vnitřní lékařství,2
1464,Pardubice,Pardubický kraj,všeobecné praktické lékařství,61
1465,Pardubice,Pardubický kraj,zubní lékařství,75
1466,Pelhřimov,Kraj Vysočina,Dentální hygienistka,4
1467,Pelhřimov,Kraj Vysočina,Fyzioterapeut,18
1468,Pelhřimov,Kraj Vysočina,Klinický logoped,6
1469,Pelhřimov,Kraj Vysočina,Klinický psycholog,2
1470,Pelhřimov,Kraj Vysočina,Optometrista,9
1471,Pelhřimov,Kraj Vysočina,Porodní asistentka,1
1472,Pelhřimov,Kraj Vysočina,Všeobecná sestra,1
1473,Pelhřimov,Kraj Vysočina,Zubní technik,12
1474,Pelhřimov,Kraj Vysočina,anesteziologie a intenzivní medicína,1
1475,Pelhřimov,Kraj Vysočina,chirurgie,6
1476,Pelhřimov,Kraj Vysočina,dermatovenerologie,2
1477,Pelhřimov,Kraj Vysočina,dětská kardiologie,1
1478,Pelhřimov,Kraj Vysočina,gynekologie a porodnictví,12
1479,Pelhřimov,Kraj Vysočina,kardiologie,1
1480,Pelhřimov,Kraj Vysočina,neurologie,1
1481,Pelhřimov,Kraj Vysočina,oftalmologie,1
1482,Pelhřimov,Kraj Vysočina,ortopedie a traumatologie pohybového ústrojí,6
1483,Pelhřimov,Kraj Vysočina,otorinolaryngologie a chirurgie hlavy a krku,2
1484,Pelhřimov,Kraj Vysočina,pneumologie a ftizeologie,1
1485,Pelhřimov,Kraj Vysočina,praktické lékařství pro děti a dorost,2
1486,Pelhřimov,Kraj Vysočina,praktické lékárenství,1
1487,Pelhřimov,Kraj Vysočina,psychiatrie,2
1488,Pelhřimov,Kraj Vysočina,radiologie a zobrazovací metody,1
1489,Pelhřimov,Kraj Vysočina,rehabilitační a fyzikální medicína,1
1490,Pelhřimov,Kraj Vysočina,urologie,3
1491,Pelhřimov,Kraj Vysočina,všeobecné praktické lékařství,4
1492,Pelhřimov,Kraj Vysočina,zubní lékařství,32
1493,Plzeň-jih,Plzeňský kraj,Fyzioterapeut,4
1494,Plzeň-jih,Plzeňský kraj,Klinický logoped,2
1495,Plzeň-jih,Plzeňský kraj,Optometrista,1
1496,Plzeň-jih,Plzeňský kraj,Porodní asistentka,1
1497,Plzeň-jih,Plzeňský kraj,Všeobecná sestra,1
1498,Plzeň-jih,Plzeňský kraj,Zubní technik,5
1499,Plzeň-jih,Plzeňský kraj,chirurgie,1
1500,Plzeň-jih,Plzeňský kraj,dermatovenerologie,7
1501,Plzeň-jih,Plzeňský kraj,endokrinologie a diabetologie,1
1502,Plzeň-jih,Plzeňský kraj,gynekologie a porodnictví,6
1503,Plzeň-jih,Plzeňský kraj,kardiologie,2
1504,Plzeň-jih,Plzeňský kraj,neurologie,1
1505,Plzeň-jih,Plzeňský kraj,oftalmologie,6
1506,Plzeň-jih,Plzeňský kraj,ortodoncie,1
1507,Plzeň-jih,Plzeňský kraj,ortopedie a traumatologie pohybového ústrojí,3
1508,Plzeň-jih,Plzeňský kraj,otorinolaryngologie a chirurgie hlavy a krku,2
1509,Plzeň-jih,Plzeňský kraj,pneumologie a ftizeologie,2
1510,Plzeň-jih,Plzeňský kraj,praktické lékařství pro děti a dorost,8
1511,Plzeň-jih,Plzeňský kraj,praktické lékárenství,1
1512,Plzeň-jih,Plzeňský kraj,psychiatrie,2
1513,Plzeň-jih,Plzeňský kraj,radiologie a zobrazovací metody,1
1514,Plzeň-jih,Plzeňský kraj,rehabilitační a fyzikální medicína,1
1515,Plzeň-jih,Plzeňský kraj,vnitřní lékařství,3
1516,Plzeň-jih,Plzeňský kraj,všeobecné praktické lékařství,21
1517,Plzeň-jih,Plzeňský kraj,zubní lékařství,16
1518,Plzeň-město,Plzeňský kraj,Dentální hygienistka,7
1519,Plzeň-město,Plzeňský kraj,Ergoterapeut,2
1520,Plzeň-město,Plzeňský kraj,Fyzioterapeut,64
1521,Plzeň-město,Plzeňský kraj,Klinický logoped,6
1522,Plzeň-město,Plzeňský kraj,Klinický psycholog,7
1523,Plzeň-město,Plzeňský kraj,Nutriční terapeut,1
1524,Plzeň-město,Plzeňský kraj,Odborný pracovník v laboratorních  metodách a přípravě léčivých přípravků,1
1525,Plzeň-město,Plzeňský kraj,Optometrista,11
1526,Plzeň-město,Plzeňský kraj,Porodní asistentka,1
1527,Plzeň-město,Plzeňský kraj,Všeobecná sestra,3
1528,Plzeň-město,Plzeňský kraj,Zubní technik,19
1529,Plzeň-město,Plzeňský kraj,alergologie a klinická imunologie,2
1530,Plzeň-město,Plzeňský kraj,anesteziologie a intenzivní medicína,9
1531,Plzeň-město,Plzeňský kraj,chirurgie,10
1532,Plzeň-město,Plzeňský kraj,dermatovenerologie,18
1533,Plzeň-město,Plzeňský kraj,endokrinologie a diabetologie,1
1534,Plzeň-město,Plzeňský kraj,geriatrie,1
1535,Plzeň-město,Plzeňský kraj,gynekologie a porodnictví,33
1536,Plzeň-město,Plzeňský kraj,hematologie a transfúzní lékařství,2
1537,Plzeň-město,Plzeňský kraj,hygiena a epidemiologie,1
1538,Plzeň-město,Plzeňský kraj,kardiologie,4
1539,Plzeň-město,Plzeňský kraj,nefrologie,2
1540,Plzeň-město,Plzeňský kraj,neurochirurgie,1
1541,Plzeň-město,Plzeňský kraj,neurologie,9
1542,Plzeň-město,Plzeňský kraj,oftalmologie,15
1543,Plzeň-město,Plzeňský kraj,ortodoncie,5
1544,Plzeň-město,Plzeňský kraj,ortopedie a traumatologie pohybového ústrojí,13
1545,Plzeň-město,Plzeňský kraj,otorinolaryngologie a chirurgie hlavy a krku,9
1546,Plzeň-město,Plzeňský kraj,plastická chirurgie,4
1547,Plzeň-město,Plzeňský kraj,pneumologie a ftizeologie,2
1548,Plzeň-město,Plzeňský kraj,praktické lékařství pro děti a dorost,23
1549,Plzeň-město,Plzeňský kraj,praktické lékárenství,3
1550,Plzeň-město,Plzeňský kraj,psychiatrie,23
1551,Plzeň-město,Plzeňský kraj,radiologie a zobrazovací metody,7
1552,Plzeň-město,Plzeňský kraj,rehabilitační a fyzikální medicína,1
1553,Plzeň-město,Plzeňský kraj,revmatologie,1
1554,Plzeň-město,Plzeňský kraj,sexuologie,2
1555,Plzeň-město,Plzeňský kraj,tělovýchovné lékařství,3
1556,Plzeň-město,Plzeňský kraj,urologie,3
1557,Plzeň-město,Plzeňský kraj,veřejné zdravotnictví,1
1558,Plzeň-město,Plzeňský kraj,vnitřní lékařství,12
1559,Plzeň-město,Plzeňský kraj,všeobecné praktické lékařství,74
1560,Plzeň-město,Plzeňský kraj,zubní lékařství,107
1561,Plzeň-sever,Plzeňský kraj,Fyzioterapeut,2
1562,Plzeň-sever,Plzeňský kraj,Optometrista,3
1563,Plzeň-sever,Plzeňský kraj,Ortotik-protetik,1
1564,Plzeň-sever,Plzeňský kraj,Porodní asistentka,2
1565,Plzeň-sever,Plzeňský kraj,Všeobecná sestra,1
1566,Plzeň-sever,Plzeňský kraj,Zubní technik,4
1567,Plzeň-sever,Plzeňský kraj,chirurgie,4
1568,Plzeň-sever,Plzeňský kraj,dermatovenerologie,4
1569,Plzeň-sever,Plzeňský kraj,endokrinologie a diabetologie,2
1570,Plzeň-sever,Plzeňský kraj,gynekologie a porodnictví,12
1571,Plzeň-sever,Plzeňský kraj,kardiologie,2
1572,Plzeň-sever,Plzeňský kraj,neurologie,3
1573,Plzeň-sever,Plzeňský kraj,oftalmologie,2
1574,Plzeň-sever,Plzeňský kraj,ortopedie a traumatologie pohybového ústrojí,1
1575,Plzeň-sever,Plzeňský kraj,otorinolaryngologie a chirurgie hlavy a krku,2
1576,Plzeň-sever,Plzeňský kraj,pneumologie a ftizeologie,1
1577,Plzeň-sever,Plzeňský kraj,praktické lékařství pro děti a dorost,14
1578,Plzeň-sever,Plzeňský kraj,psychiatrie,1
1579,Plzeň-sever,Plzeňský kraj,radiologie a zobrazovací metody,4
1580,Plzeň-sever,Plzeňský kraj,urologie,5
1581,Plzeň-sever,Plzeňský kraj,všeobecné praktické lékařství,26
1582,Plzeň-sever,Plzeňský kraj,zubní lékařství,17
1583,Prachatice,Jihočeský kraj,Fyzioterapeut,1
1584,Prachatice,Jihočeský kraj,Klinický logoped,10
1585,Prachatice,Jihočeský kraj,Klinický psycholog,2
1586,Prachatice,Jihočeský kraj,Odborný fyzioterapeut,1
1587,Prachatice,Jihočeský kraj,Optometrista,1
1588,Prachatice,Jihočeský kraj,Všeobecná sestra,3
1589,Prachatice,Jihočeský kraj,Zubní technik,3
1590,Prachatice,Jihočeský kraj,anesteziologie a intenzivní medicína,3
1591,Prachatice,Jihočeský kraj,chirurgie,2
1592,Prachatice,Jihočeský kraj,dermatovenerologie,1
1593,Prachatice,Jihočeský kraj,dětská kardiologie,1
1594,Prachatice,Jihočeský kraj,gynekologie a porodnictví,7
1595,Prachatice,Jihočeský kraj,kardiologie,1
1596,Prachatice,Jihočeský kraj,klinická biochemie,1
1597,Prachatice,Jihočeský kraj,neurologie,2
1598,Prachatice,Jihočeský kraj,oftalmologie,1
1599,Prachatice,Jihočeský kraj,ortopedie a traumatologie pohybového ústrojí,2
1600,Prachatice,Jihočeský kraj,otorinolaryngologie a chirurgie hlavy a krku,1
1601,Prachatice,Jihočeský kraj,plastická chirurgie,3
1602,Prachatice,Jihočeský kraj,pneumologie a ftizeologie,1
1603,Prachatice,Jihočeský kraj,praktické lékařství pro děti a dorost,8
1604,Prachatice,Jihočeský kraj,psychiatrie,4
1605,Prachatice,Jihočeský kraj,rehabilitační a fyzikální medicína,4
1606,Prachatice,Jihočeský kraj,urologie,2
1607,Prachatice,Jihočeský kraj,vnitřní lékařství,2
1608,Prachatice,Jihočeský kraj,všeobecné praktické lékařství,19
1609,Prachatice,Jihočeský kraj,zubní lékařství,12
1610,Praha-východ,Středočeský kraj,Dentální hygienistka,3
1611,Praha-východ,Středočeský kraj,Fyzioterapeut,18
1612,Praha-východ,Středočeský kraj,Klinický logoped,1
1613,Praha-východ,Středočeský kraj,Klinický psycholog,2
1614,Praha-východ,Středočeský kraj,Optometrista,5
1615,Praha-východ,Středočeský kraj,Porodní asistentka,5
1616,Praha-východ,Středočeský kraj,Všeobecná sestra,3
1617,Praha-východ,Středočeský kraj,Zubní technik,1
1618,Praha-východ,Středočeský kraj,alergologie a klinická imunologie,2
1619,Praha-východ,Středočeský kraj,dermatovenerologie,5
1620,Praha-východ,Středočeský kraj,dětské lékařství,1
1621,Praha-východ,Středočeský kraj,endokrinologie a diabetologie,1
1622,Praha-východ,Středočeský kraj,gynekologie a porodnictví,14
1623,Praha-východ,Středočeský kraj,kardiologie,2
1624,Praha-východ,Středočeský kraj,neurologie,4
1625,Praha-východ,Středočeský kraj,oftalmologie,5
1626,Praha-východ,Středočeský kraj,ortopedie a traumatologie pohybového ústrojí,1
1627,Praha-východ,Středočeský kraj,otorinolaryngologie a chirurgie hlavy a krku,2
1628,Praha-východ,Středočeský kraj,pediatrie,1
1629,Praha-východ,Středočeský kraj,praktické lékařství pro děti a dorost,25
1630,Praha-východ,Středočeský kraj,praktické lékárenství,4
1631,Praha-východ,Středočeský kraj,psychiatrie,3
1632,Praha-východ,Středočeský kraj,radiologie a zobrazovací metody,2
1633,Praha-východ,Středočeský kraj,rehabilitační a fyzikální medicína,1
1634,Praha-východ,Středočeský kraj,urologie,2
1635,Praha-východ,Středočeský kraj,vnitřní lékařství,5
1636,Praha-východ,Středočeský kraj,všeobecné praktické lékařství,51
1637,Praha-východ,Středočeský kraj,zubní lékařství,15
1638,Praha-západ,Středočeský kraj,Adiktolog,1
1639,Praha-západ,Středočeský kraj,Dentální hygienistka,5
1640,Praha-západ,Středočeský kraj,Fyzioterapeut,16
1641,Praha-západ,Středočeský kraj,Klinický psycholog,3
1642,Praha-západ,Středočeský kraj,Optometrista,3
1643,Praha-západ,Středočeský kraj,Všeobecná sestra,2
1644,Praha-západ,Středočeský kraj,Zubní technik,4
1645,Praha-západ,Středočeský kraj,alergologie a klinická imunologie,3
1646,Praha-západ,Středočeský kraj,anesteziologie a intenzivní medicína,1
1647,Praha-západ,Středočeský kraj,chirurgie,2
1648,Praha-západ,Středočeský kraj,dermatovenerologie,5
1649,Praha-západ,Středočeský kraj,dětská neurologie,1
1650,Praha-západ,Středočeský kraj,endokrinologie a diabetologie,1
1651,Praha-západ,Středočeský kraj,foniatrie,1
1652,Praha-západ,Středočeský kraj,gastroenterologie,1
1653,Praha-západ,Středočeský kraj,geriatrie,1
1654,Praha-západ,Středočeský kraj,gynekologie a porodnictví,13
1655,Praha-západ,Středočeský kraj,kardiologie,1
1656,Praha-západ,Středočeský kraj,lékařská mikrobiologie,1
1657,Praha-západ,Středočeský kraj,neurologie,5
1658,Praha-západ,Středočeský kraj,oftalmologie,7
1659,Praha-západ,Středočeský kraj,ortodoncie,1
1660,Praha-západ,Středočeský kraj,ortopedie a traumatologie pohybového ústrojí,2
1661,Praha-západ,Středočeský kraj,otorinolaryngologie a chirurgie hlavy a krku,1
1662,Praha-západ,Středočeský kraj,pediatrie,3
1663,Praha-západ,Středočeský kraj,praktické lékařství pro děti a dorost,25
1664,Praha-západ,Středočeský kraj,psychiatrie,4
1665,Praha-západ,Středočeský kraj,radiologie a zobrazovací metody,1
1666,Praha-západ,Středočeský kraj,rehabilitační a fyzikální medicína,1
1667,Praha-západ,Středočeský kraj,tělovýchovné lékařství,1
1668,Praha-západ,Středočeský kraj,urologie,4
1669,Praha-západ,Středočeský kraj,vnitřní lékařství,3
1670,Praha-západ,Středočeský kraj,všeobecné praktické lékařství,39
1671,Praha-západ,Středočeský kraj,zubní lékařství,18
1672,Prostějov,Olomoucký kraj,Farmaceutický asistent,3
1673,Prostějov,Olomoucký kraj,Fyzioterapeut,14
1674,Prostějov,Olomoucký kraj,Klinický logoped,11
1675,Prostějov,Olomoucký kraj,Klinický psycholog,2
1676,Prostějov,Olomoucký kraj,Optometrista,7
1677,Prostějov,Olomoucký kraj,Všeobecná sestra,3
1678,Prostějov,Olomoucký kraj,Zubní technik,15
1679,Prostějov,Olomoucký kraj,alergologie a klinická imunologie,1
1680,Prostějov,Olomoucký kraj,anesteziologie a intenzivní medicína,2
1681,Prostějov,Olomoucký kraj,chirurgie,8
1682,Prostějov,Olomoucký kraj,dermatovenerologie,4
1683,Prostějov,Olomoucký kraj,endokrinologie a diabetologie,3
1684,Prostějov,Olomoucký kraj,geriatrie,1
1685,Prostějov,Olomoucký kraj,gynekologie a porodnictví,9
1686,Prostějov,Olomoucký kraj,kardiologie,1
1687,Prostějov,Olomoucký kraj,klinická farmacie,1
1688,Prostějov,Olomoucký kraj,neurochirurgie,1
1689,Prostějov,Olomoucký kraj,neurologie,5
1690,Prostějov,Olomoucký kraj,oftalmologie,9
1691,Prostějov,Olomoucký kraj,ortodoncie,2
1692,Prostějov,Olomoucký kraj,ortopedie a traumatologie pohybového ústrojí,10
1693,Prostějov,Olomoucký kraj,otorinolaryngologie a chirurgie hlavy a krku,3
1694,Prostějov,Olomoucký kraj,pneumologie a ftizeologie,2
1695,Prostějov,Olomoucký kraj,praktické lékařství pro děti a dorost,26
1696,Prostějov,Olomoucký kraj,praktické lékárenství,3
1697,Prostějov,Olomoucký kraj,psychiatrie,3
1698,Prostějov,Olomoucký kraj,radiologie a zobrazovací metody,3
1699,Prostějov,Olomoucký kraj,rehabilitační a fyzikální medicína,1
1700,Prostějov,Olomoucký kraj,revmatologie,1
1701,Prostějov,Olomoucký kraj,urologie,1
1702,Prostějov,Olomoucký kraj,všeobecné praktické lékařství,66
1703,Prostějov,Olomoucký kraj,zubní lékařství,58
1704,Písek,Jihočeský kraj,Dentální hygienistka,2
1705,Písek,Jihočeský kraj,Dětská sestra,1
1706,Písek,Jihočeský kraj,Fyzioterapeut,6
1707,Písek,Jihočeský kraj,Klinický logoped,2
1708,Písek,Jihočeský kraj,Optometrista,5
1709,Písek,Jihočeský kraj,Porodní asistentka,3
1710,Písek,Jihočeský kraj,Všeobecná sestra,2
1711,Písek,Jihočeský kraj,Zubní technik,7
1712,Písek,Jihočeský kraj,alergologie a klinická imunologie,2
1713,Písek,Jihočeský kraj,dermatovenerologie,3
1714,Písek,Jihočeský kraj,dětská a dorostová psychiatrie,1
1715,Písek,Jihočeský kraj,dětská kardiologie,1
1716,Písek,Jihočeský kraj,gynekologie a porodnictví,6
1717,Písek,Jihočeský kraj,hematologie a transfúzní lékařství,1
1718,Písek,Jihočeský kraj,kardiologie,1
1719,Písek,Jihočeský kraj,neurologie,2
1720,Písek,Jihočeský kraj,oftalmologie,3
1721,Písek,Jihočeský kraj,ortodoncie,1
1722,Písek,Jihočeský kraj,ortopedie a traumatologie pohybového ústrojí,9
1723,Písek,Jihočeský kraj,otorinolaryngologie a chirurgie hlavy a krku,2
1724,Písek,Jihočeský kraj,praktické lékařství pro děti a dorost,10
1725,Písek,Jihočeský kraj,praktické lékárenství,1
1726,Písek,Jihočeský kraj,psychiatrie,4
1727,Písek,Jihočeský kraj,radiologie a zobrazovací metody,2
1728,Písek,Jihočeský kraj,rehabilitační a fyzikální medicína,4
1729,Písek,Jihočeský kraj,tělovýchovné lékařství,1
1730,Písek,Jihočeský kraj,urologie,3
1731,Písek,Jihočeský kraj,všeobecné praktické lékařství,28
1732,Písek,Jihočeský kraj,zubní lékařství,12
1733,Přerov,Olomoucký kraj,Dentální hygienistka,1
1734,Přerov,Olomoucký kraj,Fyzioterapeut,13
1735,Přerov,Olomoucký kraj,Klinický logoped,5
1736,Přerov,Olomoucký kraj,Klinický psycholog,4
1737,Přerov,Olomoucký kraj,Optometrista,13
1738,Přerov,Olomoucký kraj,Porodní asistentka,4
1739,Přerov,Olomoucký kraj,Všeobecná sestra,7
1740,Přerov,Olomoucký kraj,Zubní technik,16
1741,Přerov,Olomoucký kraj,alergologie a klinická imunologie,8
1742,Přerov,Olomoucký kraj,anesteziologie a intenzivní medicína,1
1743,Přerov,Olomoucký kraj,chirurgie,3
1744,Přerov,Olomoucký kraj,dermatovenerologie,4
1745,Přerov,Olomoucký kraj,endokrinologie a diabetologie,3
1746,Přerov,Olomoucký kraj,foniatrie,1
1747,Přerov,Olomoucký kraj,gastroenterologie,2
1748,Přerov,Olomoucký kraj,gynekologie a porodnictví,16
1749,Přerov,Olomoucký kraj,hematologie a transfúzní lékařství,2
1750,Přerov,Olomoucký kraj,kardiologie,1
1751,Přerov,Olomoucký kraj,lékařská mikrobiologie,1
1752,Přerov,Olomoucký kraj,neurologie,3
1753,Přerov,Olomoucký kraj,oftalmologie,10
1754,Přerov,Olomoucký kraj,ortodoncie,2
1755,Přerov,Olomoucký kraj,ortopedie a traumatologie pohybového ústrojí,5
1756,Přerov,Olomoucký kraj,otorinolaryngologie a chirurgie hlavy a krku,5
1757,Přerov,Olomoucký kraj,paliativní medicína,1
1758,Přerov,Olomoucký kraj,plastická chirurgie,1
1759,Přerov,Olomoucký kraj,pneumologie a ftizeologie,1
1760,Přerov,Olomoucký kraj,praktické lékařství pro děti a dorost,20
1761,Přerov,Olomoucký kraj,praktické lékárenství,5
1762,Přerov,Olomoucký kraj,psychiatrie,12
1763,Přerov,Olomoucký kraj,radiologie a zobrazovací metody,3
1764,Přerov,Olomoucký kraj,rehabilitační a fyzikální medicína,1
1765,Přerov,Olomoucký kraj,revmatologie,1
1766,Přerov,Olomoucký kraj,urologie,3
1767,Přerov,Olomoucký kraj,vnitřní lékařství,2
1768,Přerov,Olomoucký kraj,všeobecné praktické lékařství,54
1769,Přerov,Olomoucký kraj,zubní lékařství,52
1770,Příbram,Středočeský kraj,Dentální hygienistka,7
1771,Příbram,Středočeský kraj,Fyzioterapeut,12
1772,Příbram,Středočeský kraj,Klinický logoped,1
1773,Příbram,Středočeský kraj,Klinický psycholog,1
1774,Příbram,Středočeský kraj,Optometrista,6
