,OkresCode,Okres,KrajCode,Kraj,OborPece,POCET,ID_obor_pece
5242,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"Fyzioterapeut, Ergoterapeut, rehabilitační a fyzikální medicína",1,98
5243,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"Fyzioterapeut, Fyzioterapeut",3,111
5244,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"Fyzioterapeut, Fyzioterapeut, Fyzioterapeut, Fyzioterapeut, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína",2,121
5245,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"Fyzioterapeut, Fyzioterapeut, Fyzioterapeut, dětské lékařství, dětské lékařství",1,127
5246,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"Fyzioterapeut, Fyzioterapeut, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, infekční lékařství, infekční lékařství",1,170
5247,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"Fyzioterapeut, Klinický psycholog, Ergoterapeut, Sestra pro péči v psychiatrii, Sestra pro péči v psychiatrii, psychiatrie",1,222
5248,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"Fyzioterapeut, Klinický psycholog, Ergoterapeut, psychiatrie",1,227
5249,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"Fyzioterapeut, Nutriční terapeut, Zdravotní laborant, Radiologický asistent, Ergoterapeut, urgentní medicína, urgentní medicína, praktické lékárenství, všeobecné praktické lékařství, všeobecné praktické lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, praktické lékařství pro děti a dorost, pneumologie a ftizeologie, neurologie, nefrologie, lékařská mikrobiologie, klinická onkologie, klinická biochemie, kardiologie, chirurgie, chirurgie, chirurgie, hematologie a transfúzní lékařství, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví, gastroenterologie, endokrinologie a diabetologie, dětské lékařství, dětské lékařství, dětské lékařství, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína",1,270
5250,CZ0645,Hodonín,CZ064,Jihomoravský kraj,Klinický logoped,5,526
5251,CZ0645,Hodonín,CZ064,Jihomoravský kraj,Klinický psycholog,8,554
5252,CZ0645,Hodonín,CZ064,Jihomoravský kraj,Nutriční terapeut,2,652
5253,CZ0645,Hodonín,CZ064,Jihomoravský kraj,Optometrista,8,695
5254,CZ0645,Hodonín,CZ064,Jihomoravský kraj,Porodní asistentka,1,714
5255,CZ0645,Hodonín,CZ064,Jihomoravský kraj,Všeobecná sestra,1,741
5256,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"Všeobecná sestra, Všeobecná sestra",7,742
5257,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"Všeobecná sestra, Všeobecná sestra, paliativní medicína",1,757
5258,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"Všeobecná sestra, Všeobecná sestra, paliativní medicína, paliativní medicína, algeziologie, algeziologie",2,760
5259,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"Všeobecná sestra, Všeobecná sestra, paliativní medicína, paliativní medicína, paliativní medicína, urologie, plastická chirurgie, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, oftalmologie, chirurgie, chirurgie",1,762
5260,CZ0645,Hodonín,CZ064,Jihomoravský kraj,Zubní technik,22,831
5261,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"Zubní technik, zubní lékařství",1,850
5262,CZ0645,Hodonín,CZ064,Jihomoravský kraj,alergologie a klinická imunologie,3,853
5263,CZ0645,Hodonín,CZ064,Jihomoravský kraj,anesteziologie a intenzivní medicína,3,864
5264,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"angiologie, vnitřní lékařství",4,879
5265,CZ0645,Hodonín,CZ064,Jihomoravský kraj,chirurgie,3,893
5266,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"chirurgie, chirurgie, gynekologie a porodnictví",1,901
5267,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"chirurgie, cévní chirurgie",1,902
5268,CZ0645,Hodonín,CZ064,Jihomoravský kraj,dermatovenerologie,6,916
5269,CZ0645,Hodonín,CZ064,Jihomoravský kraj,dětská a dorostová psychiatrie,2,926
5270,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"dětská neurologie, Klinický logoped, Nutriční terapeut, Optometrista, Zdravotní laborant, Radiologický asistent, Ergoterapeut, Porodní asistentka, Porodní asistentka, Porodní asistentka, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra, paliativní medicína, neonatologie, neonatologie, neonatologie, dětská kardiologie, dětská gastroenterologie a hepatologie, nemocniční lékárenství, praktické lékárenství, zubní lékařství, zubní lékařství, všeobecné praktické lékařství, všeobecné praktické lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, urologie, urologie, traumatologie, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, praktické lékařství pro děti a dorost, praktické lékařství pro děti a dorost, pneumologie a ftizeologie, pneumologie a ftizeologie, patologie, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, oftalmologie, oftalmologie, nukleární medicína, neurologie, neurologie, lékařská mikrobiologie, klinická onkologie, klinická biochemie, kardiologie, infekční lékařství, infekční lékařství, chirurgie, chirurgie, chirurgie, hematologie a transfúzní lékařství, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví, gastroenterologie, endokrinologie a diabetologie, dětské lékařství, dětské lékařství, dětské lékařství, dermatovenerologie, dermatovenerologie, cévní chirurgie, anesteziologie a intenzivní medicína, alergologie a klinická imunologie",1,996
5271,CZ0645,Hodonín,CZ064,Jihomoravský kraj,endokrinologie a diabetologie,6,1056
5272,CZ0645,Hodonín,CZ064,Jihomoravský kraj,gynekologie a porodnictví,25,1083
5273,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"gynekologie a porodnictví, gynekologie a porodnictví",2,1087
5274,CZ0645,Hodonín,CZ064,Jihomoravský kraj,kardiologie,1,1121
5275,CZ0645,Hodonín,CZ064,Jihomoravský kraj,klinická biochemie,2,1125
5276,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"klinická biochemie, hematologie a transfúzní lékařství",4,1129
5277,CZ0645,Hodonín,CZ064,Jihomoravský kraj,klinická stomatologie,2,1154
5278,CZ0645,Hodonín,CZ064,Jihomoravský kraj,lékařská mikrobiologie,1,1208
5279,CZ0645,Hodonín,CZ064,Jihomoravský kraj,neurologie,8,1244
5280,CZ0645,Hodonín,CZ064,Jihomoravský kraj,oftalmologie,10,1261
5281,CZ0645,Hodonín,CZ064,Jihomoravský kraj,ortodoncie,3,1279
5282,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"ortodoncie, zubní lékařství",3,1281
5283,CZ0645,Hodonín,CZ064,Jihomoravský kraj,ortopedie a traumatologie pohybového ústrojí,7,1287
5284,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, infekční lékařství, infekční lékařství",1,1304
5285,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"orální a maxilofaciální chirurgie, zubní lékařství",1,1311
5286,CZ0645,Hodonín,CZ064,Jihomoravský kraj,otorinolaryngologie a chirurgie hlavy a krku,8,1314
5287,CZ0645,Hodonín,CZ064,Jihomoravský kraj,paliativní medicína,1,1323
5288,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"patologie, patologie",1,1351
5289,CZ0645,Hodonín,CZ064,Jihomoravský kraj,pediatrie,1,1353
5290,CZ0645,Hodonín,CZ064,Jihomoravský kraj,plastická chirurgie,1,1367
5291,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"plastická chirurgie, chirurgie",1,1369
5292,CZ0645,Hodonín,CZ064,Jihomoravský kraj,pneumologie a ftizeologie,2,1407
5293,CZ0645,Hodonín,CZ064,Jihomoravský kraj,praktické lékařství pro děti a dorost,35,1460
5294,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"praktické lékařství pro děti a dorost, dětské lékařství",3,1465
5295,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"praktické lékařství pro děti a dorost, infekční lékařství",1,1470
5296,CZ0645,Hodonín,CZ064,Jihomoravský kraj,praktické lékárenství,52,1481
5297,CZ0645,Hodonín,CZ064,Jihomoravský kraj,psychiatrie,9,1510
5298,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"psychiatrie, psychiatrie",1,1519
5299,CZ0645,Hodonín,CZ064,Jihomoravský kraj,radiologie a zobrazovací metody,3,1533
5300,CZ0645,Hodonín,CZ064,Jihomoravský kraj,rehabilitační a fyzikální medicína,1,1565
5301,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"rehabilitační a fyzikální medicína, ortopedie a traumatologie pohybového ústrojí",1,1572
5302,CZ0645,Hodonín,CZ064,Jihomoravský kraj,urologie,4,1678
5303,CZ0645,Hodonín,CZ064,Jihomoravský kraj,vnitřní lékařství,4,1712
5304,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"vnitřní lékařství, endokrinologie a diabetologie",2,1720
5305,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"vnitřní lékařství, kardiologie",3,1734
5306,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"vnitřní lékařství, nefrologie",1,1746
5307,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"vnitřní lékařství, pneumologie a ftizeologie",1,1763
5308,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"vnitřní lékařství, revmatologie",3,1793
5309,CZ0645,Hodonín,CZ064,Jihomoravský kraj,všeobecné praktické lékařství,64,1824
5310,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"všeobecné praktické lékařství, praktické lékařství pro děti a dorost",1,1854
5311,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"všeobecné praktické lékařství, všeobecné praktické lékařství",23,1927
5312,CZ0645,Hodonín,CZ064,Jihomoravský kraj,zubní lékařství,74,1945
5313,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"zubní lékařství, anesteziologie a intenzivní medicína",1,1946
5314,CZ0645,Hodonín,CZ064,Jihomoravský kraj,"zubní lékařství, otorinolaryngologie a chirurgie hlavy a krku, dermatovenerologie",1,1952
5315,CZ0646,Vyškov,CZ064,Jihomoravský kraj,Dentální hygienistka,5,18
5316,CZ0646,Vyškov,CZ064,Jihomoravský kraj,Fyzioterapeut,18,65
5317,CZ0646,Vyškov,CZ064,Jihomoravský kraj,"Fyzioterapeut, Klinický psycholog, Ergoterapeut, neonatologie, neonatologie, medicína dlouhodobé péče, dětská kardiologie, praktické lékárenství, zubní lékařství, všeobecné praktické lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, urologie, urologie, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, praktické lékařství pro děti a dorost, pneumologie a ftizeologie, pneumologie a ftizeologie, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, neurologie, neurologie, neurologie, nefrologie, lékařská mikrobiologie, klinická onkologie, klinická biochemie, chirurgie, chirurgie, chirurgie, hematologie a transfúzní lékařství, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví, gastroenterologie, dětské lékařství, dětské lékařství, dětské lékařství, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína",1,225
5318,CZ0646,Vyškov,CZ064,Jihomoravský kraj,"Fyzioterapeut, rehabilitační a fyzikální medicína",1,396
5319,CZ0646,Vyškov,CZ064,Jihomoravský kraj,"Fyzioterapeut, vnitřní lékařství, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, nefrologie, nefrologie",1,469
5320,CZ0646,Vyškov,CZ064,Jihomoravský kraj,Klinický logoped,7,526
5321,CZ0646,Vyškov,CZ064,Jihomoravský kraj,Klinický psycholog,3,554
5322,CZ0646,Vyškov,CZ064,Jihomoravský kraj,"Odborný pracovník v laboratorních  metodách a přípravě léčivých přípravků, Zdravotní laborant",1,684
5323,CZ0646,Vyškov,CZ064,Jihomoravský kraj,Optometrista,11,695
5324,CZ0646,Vyškov,CZ064,Jihomoravský kraj,"Ortoptista, oftalmologie, oftalmologie",1,705
5325,CZ0646,Vyškov,CZ064,Jihomoravský kraj,Ortotik-protetik,1,706
5326,CZ0646,Vyškov,CZ064,Jihomoravský kraj,Porodní asistentka,4,714
5327,CZ0646,Vyškov,CZ064,Jihomoravský kraj,Všeobecná sestra,1,741
5328,CZ0646,Vyškov,CZ064,Jihomoravský kraj,"Všeobecná sestra, Všeobecná sestra",2,742
5329,CZ0646,Vyškov,CZ064,Jihomoravský kraj,"Všeobecná sestra, Všeobecná sestra, paliativní medicína",2,757
5330,CZ0646,Vyškov,CZ064,Jihomoravský kraj,Zubní technik,11,831
5331,CZ0646,Vyškov,CZ064,Jihomoravský kraj,alergologie a klinická imunologie,4,853
5332,CZ0646,Vyškov,CZ064,Jihomoravský kraj,"angiologie, vnitřní lékařství",1,879
5333,CZ0646,Vyškov,CZ064,Jihomoravský kraj,"angiologie, vnitřní lékařství, kardiologie, endokrinologie a diabetologie",1,883
5334,CZ0646,Vyškov,CZ064,Jihomoravský kraj,chirurgie,3,893
5335,CZ0646,Vyškov,CZ064,Jihomoravský kraj,dermatovenerologie,4,916
5336,CZ0646,Vyškov,CZ064,Jihomoravský kraj,dětská endokrinologie a diabetologie,1,938
5337,CZ0646,Vyškov,CZ064,Jihomoravský kraj,"dětská nefrologie, praktické lékařství pro děti a dorost",1,956
5338,CZ0646,Vyškov,CZ064,Jihomoravský kraj,"dětské lékařství, dětské lékařství, dětské lékařství",1,1055
5339,CZ0646,Vyškov,CZ064,Jihomoravský kraj,endokrinologie a diabetologie,1,1056
5340,CZ0646,Vyškov,CZ064,Jihomoravský kraj,"foniatrie, otorinolaryngologie a chirurgie hlavy a krku",1,1072
5341,CZ0646,Vyškov,CZ064,Jihomoravský kraj,gynekologie a porodnictví,7,1083
5342,CZ0646,Vyškov,CZ064,Jihomoravský kraj,hematologie a transfúzní lékařství,1,1104
5343,CZ0646,Vyškov,CZ064,Jihomoravský kraj,klinická biochemie,2,1125
5344,CZ0646,Vyškov,CZ064,Jihomoravský kraj,klinická stomatologie,2,1154
5345,CZ0646,Vyškov,CZ064,Jihomoravský kraj,"klinická stomatologie, orální a maxilofaciální chirurgie",1,1157
5346,CZ0646,Vyškov,CZ064,Jihomoravský kraj,nefrologie,1,1232
5347,CZ0646,Vyškov,CZ064,Jihomoravský kraj,"nefrologie, nefrologie",1,1234
5348,CZ0646,Vyškov,CZ064,Jihomoravský kraj,neurologie,4,1244
5349,CZ0646,Vyškov,CZ064,Jihomoravský kraj,"neurologie, dermatovenerologie",1,1247
5350,CZ0646,Vyškov,CZ064,Jihomoravský kraj,oftalmologie,5,1261
5351,CZ0646,Vyškov,CZ064,Jihomoravský kraj,ortodoncie,3,1279
5352,CZ0646,Vyškov,CZ064,Jihomoravský kraj,ortopedie a traumatologie pohybového ústrojí,7,1287
5353,CZ0646,Vyškov,CZ064,Jihomoravský kraj,otorinolaryngologie a chirurgie hlavy a krku,2,1314
5354,CZ0646,Vyškov,CZ064,Jihomoravský kraj,pneumologie a ftizeologie,2,1407
5355,CZ0646,Vyškov,CZ064,Jihomoravský kraj,praktické lékařství pro děti a dorost,18,1460
5356,CZ0646,Vyškov,CZ064,Jihomoravský kraj,praktické lékárenství,22,1481
5357,CZ0646,Vyškov,CZ064,Jihomoravský kraj,psychiatrie,3,1510
5358,CZ0646,Vyškov,CZ064,Jihomoravský kraj,"psychiatrie, psychiatrie",2,1519
5359,CZ0646,Vyškov,CZ064,Jihomoravský kraj,radiologie a zobrazovací metody,2,1533
5360,CZ0646,Vyškov,CZ064,Jihomoravský kraj,"rehabilitační a fyzikální medicína, neurologie",1,1570
5361,CZ0646,Vyškov,CZ064,Jihomoravský kraj,"traumatologie, ortopedie a traumatologie pohybového ústrojí",1,1634
5362,CZ0646,Vyškov,CZ064,Jihomoravský kraj,urologie,4,1678
5363,CZ0646,Vyškov,CZ064,Jihomoravský kraj,vnitřní lékařství,4,1712
5364,CZ0646,Vyškov,CZ064,Jihomoravský kraj,"vnitřní lékařství, endokrinologie a diabetologie",2,1720
5365,CZ0646,Vyškov,CZ064,Jihomoravský kraj,"vnitřní lékařství, nefrologie",1,1746
5366,CZ0646,Vyškov,CZ064,Jihomoravský kraj,"vnitřní lékařství, revmatologie",2,1793
5367,CZ0646,Vyškov,CZ064,Jihomoravský kraj,všeobecné praktické lékařství,34,1824
5368,CZ0646,Vyškov,CZ064,Jihomoravský kraj,"všeobecné praktické lékařství, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody",1,1869
5369,CZ0646,Vyškov,CZ064,Jihomoravský kraj,"všeobecné praktické lékařství, vnitřní lékařství",1,1878
5370,CZ0646,Vyškov,CZ064,Jihomoravský kraj,"všeobecné praktické lékařství, všeobecné praktické lékařství",9,1927
5371,CZ0646,Vyškov,CZ064,Jihomoravský kraj,zubní lékařství,30,1945
5372,CZ0647,Znojmo,CZ064,Jihomoravský kraj,Dentální hygienistka,2,18
5373,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"Dentální hygienistka, Zubní technik, zubní lékařství",1,25
5374,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"Dentální hygienistka, ortodoncie",1,32
5375,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"Dentální hygienistka, ortodoncie, zubní lékařství",1,35
5376,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"Dentální hygienistka, zubní lékařství",4,41
5377,CZ0647,Znojmo,CZ064,Jihomoravský kraj,Ergoterapeut,2,55
5378,CZ0647,Znojmo,CZ064,Jihomoravský kraj,Fyzioterapeut,14,65
5379,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"Fyzioterapeut, Klinický logoped, Klinický psycholog, Nutriční terapeut, Ergoterapeut, Všeobecná sestra, geriatrie, geriatrie, geriatrie",1,187
5380,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"Fyzioterapeut, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra",2,292
5381,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"Fyzioterapeut, rehabilitační a fyzikální medicína",2,396
5382,CZ0647,Znojmo,CZ064,Jihomoravský kraj,Klinický logoped,5,526
5383,CZ0647,Znojmo,CZ064,Jihomoravský kraj,Klinický psycholog,2,554
5384,CZ0647,Znojmo,CZ064,Jihomoravský kraj,Optometrista,11,695
5385,CZ0647,Znojmo,CZ064,Jihomoravský kraj,Porodní asistentka,1,714
5386,CZ0647,Znojmo,CZ064,Jihomoravský kraj,Všeobecná sestra,2,741
5387,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"Všeobecná sestra, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra",1,747
5388,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"Všeobecná sestra, Všeobecná sestra, paliativní medicína",2,757
5389,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"Všeobecná sestra, psychiatrie, ortopedie a traumatologie pohybového ústrojí",1,792
5390,CZ0647,Znojmo,CZ064,Jihomoravský kraj,Zubní technik,14,831
5391,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"Zubní technik, ortodoncie, orální a maxilofaciální chirurgie, zubní lékařství",1,842
5392,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"Zubní technik, orální a maxilofaciální chirurgie, zubní lékařství, radiologie a zobrazovací metody",1,848
5393,CZ0647,Znojmo,CZ064,Jihomoravský kraj,alergologie a klinická imunologie,3,853
5394,CZ0647,Znojmo,CZ064,Jihomoravský kraj,chirurgie,6,893
5395,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"chirurgie, dermatovenerologie",1,905
5396,CZ0647,Znojmo,CZ064,Jihomoravský kraj,dermatovenerologie,5,916
5397,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"dětská neurologie, dětská neurologie, dětská neurologie, dětská neurologie, Fyzioterapeut, Fyzioterapeut, Klinický psycholog, Klinický psycholog, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, dětské lékařství, dětské lékařství, dětské lékařství, dětské lékařství",1,1014
5398,CZ0647,Znojmo,CZ064,Jihomoravský kraj,endokrinologie a diabetologie,2,1056
5399,CZ0647,Znojmo,CZ064,Jihomoravský kraj,epidemiologie,1,1061
5400,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"foniatrie, otorinolaryngologie a chirurgie hlavy a krku",1,1072
5401,CZ0647,Znojmo,CZ064,Jihomoravský kraj,gastroenterologie,1,1073
5402,CZ0647,Znojmo,CZ064,Jihomoravský kraj,gynekologie a porodnictví,14,1083
5403,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"gynekologie a porodnictví, gynekologie a porodnictví",2,1087
5404,CZ0647,Znojmo,CZ064,Jihomoravský kraj,hematologie a transfúzní lékařství,1,1104
5405,CZ0647,Znojmo,CZ064,Jihomoravský kraj,klinická biochemie,3,1125
5406,CZ0647,Znojmo,CZ064,Jihomoravský kraj,klinická stomatologie,1,1154
5407,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"lékařská genetika, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví",1,1202
5408,CZ0647,Znojmo,CZ064,Jihomoravský kraj,neurologie,6,1244
5409,CZ0647,Znojmo,CZ064,Jihomoravský kraj,oftalmologie,9,1261
5410,CZ0647,Znojmo,CZ064,Jihomoravský kraj,ortodoncie,2,1279
5411,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"ortodoncie, orální a maxilofaciální chirurgie, zubní lékařství",2,1280
5412,CZ0647,Znojmo,CZ064,Jihomoravský kraj,ortopedie a traumatologie pohybového ústrojí,5,1287
5413,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"orální a maxilofaciální chirurgie, zubní lékařství",1,1311
5414,CZ0647,Znojmo,CZ064,Jihomoravský kraj,otorinolaryngologie a chirurgie hlavy a krku,2,1314
5415,CZ0647,Znojmo,CZ064,Jihomoravský kraj,pediatrie,2,1353
5416,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"pediatrie, pediatrie, pediatrie, dětská neurologie, Radiologický fyzik, Odborný pracovník v laboratorních  metodách a přípravě léčivých přípravků, Fyzioterapeut, Fyzioterapeut, Fyzioterapeut, Fyzioterapeut, Klinický logoped, Klinický psycholog, Farmaceutický asistent, Nutriční terapeut, Nutriční terapeut, Nutriční terapeut, Zdravotní laborant, Radiologický asistent, Ergoterapeut, Porodní asistentka, Porodní asistentka, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra, urogynekologie, urogynekologie, neonatologie, neonatologie, foniatrie, dětská kardiologie, algeziologie, nemocniční lékárenství, farmaceutická kontrola, radiofarmaka, klinická farmacie, laboratorní a vyšetřovací metody ve zdravotnictví, farmaceutická technologie, všeobecné praktické lékařství, všeobecné praktické lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, urologie, urologie, urologie, traumatologie, traumatologie, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, psychiatrie, psychiatrie, psychiatrie, radiační onkologie, radiační onkologie, pneumologie a ftizeologie, pneumologie a ftizeologie, patologie, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, oftalmologie, oftalmologie, oftalmologie, nukleární medicína, neurologie, neurologie, nefrologie, lékařská mikrobiologie, klinická onkologie, klinická onkologie, klinická onkologie, klinická biochemie, kardiologie, infekční lékařství, infekční lékařství, chirurgie, chirurgie, chirurgie, chirurgie, hematologie a transfúzní lékařství, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví, geriatrie, geriatrie, gastroenterologie, endokrinologie a diabetologie, dermatovenerologie, dermatovenerologie, cévní chirurgie, cévní chirurgie, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína, alergologie a klinická imunologie",1,1361
5417,CZ0647,Znojmo,CZ064,Jihomoravský kraj,pneumologie a ftizeologie,3,1407
5418,CZ0647,Znojmo,CZ064,Jihomoravský kraj,praktické lékařství pro děti a dorost,14,1460
5419,CZ0647,Znojmo,CZ064,Jihomoravský kraj,praktické lékárenství,29,1481
5420,CZ0647,Znojmo,CZ064,Jihomoravský kraj,psychiatrie,9,1510
5421,CZ0647,Znojmo,CZ064,Jihomoravský kraj,radiologie a zobrazovací metody,3,1533
5422,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"radiologie a zobrazovací metody, gynekologie a porodnictví",2,1540
5423,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"reprodukční medicína, gynekologie a porodnictví",1,1584
5424,CZ0647,Znojmo,CZ064,Jihomoravský kraj,revmatologie,1,1606
5425,CZ0647,Znojmo,CZ064,Jihomoravský kraj,tělovýchovné lékařství,1,1639
5426,CZ0647,Znojmo,CZ064,Jihomoravský kraj,urologie,3,1678
5427,CZ0647,Znojmo,CZ064,Jihomoravský kraj,vnitřní lékařství,1,1712
5428,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"vnitřní lékařství, endokrinologie a diabetologie",2,1720
5429,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"vnitřní lékařství, kardiologie",2,1734
5430,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"vnitřní lékařství, nefrologie",1,1746
5431,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"vnitřní lékařství, revmatologie",1,1793
5432,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"vnitřní lékařství, revmatologie, lékařská mikrobiologie, klinická biochemie, kardiologie, hematologie a transfúzní lékařství, endokrinologie a diabetologie, alergologie a klinická imunologie",1,1798
5433,CZ0647,Znojmo,CZ064,Jihomoravský kraj,všeobecné praktické lékařství,39,1824
5434,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"všeobecné praktické lékařství, geriatrie",3,1835
5435,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"všeobecné praktické lékařství, praktické lékařství pro děti a dorost",4,1854
5436,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"všeobecné praktické lékařství, všeobecné praktické lékařství",19,1927
5437,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"všeobecné praktické lékařství, všeobecné praktické lékařství, vnitřní lékařství",1,1936
5438,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"všeobecné praktické lékařství, všeobecné praktické lékařství, vnitřní lékařství, endokrinologie a diabetologie",1,1937
5439,CZ0647,Znojmo,CZ064,Jihomoravský kraj,"všeobecné praktické lékařství, všeobecné praktické lékařství, vnitřní lékařství, kardiologie",1,1940
5440,CZ0647,Znojmo,CZ064,Jihomoravský kraj,zubní lékařství,46,1945
5441,CZ0711,Jeseník,CZ071,Olomoucký kraj,"Adiktolog, Adiktolog",1,1
5442,CZ0711,Jeseník,CZ071,Olomoucký kraj,Dentální hygienistka,2,18
